Place_ID,Nombre,Tipo_Principal,Todos_Tipos,Dirección,Rating,Total_Ratings,Abierto_Ahora,Horarios,Teléfono,Sitio_Web,Latitud,Longitud
ChIJR3-uQyOR05ERpHn4ib27AIA,La Tasca de Baños,restaurant,"restaurant, food, point_of_interest, establishment","12 de Noviembre Entre Ambato, y, Baños de Agua Santa",4.7,108,False,"Monday: Closed; Tuesday: Closed; Wednesday: 12:30 – 4:30 PM, 6:30 – 10:30 PM; Thursday: 12:30 – 4:30 PM, 6:30 – 10:30 PM; Friday: 12:30 – 4:30 PM, 6:30 – 10:30 PM; Saturday: 12:30 – 4:30 PM, 6:30 – 10:30 PM; Sunday: 12:30 – 4:30 PM, 6:00 – 9:30 PM",099 988 8530,https://www.facebook.com/misahuallifood,-1.3965412,-78.4207158
ChIJI90eLa2R05ERiONej6pj6Mk,Michita Asadero Restaurant - Almuerzos Asados Menestras,restaurant,"restaurant, food, point_of_interest, establishment","JH4J+95Q, Banos",4.8,11,True,Monday: Closed; Tuesday: 10:00 AM – 10:00 PM; Wednesday: 10:00 AM – 10:00 PM; Thursday: 10:00 AM – 10:00 PM; Friday: 10:00 AM – 10:00 PM; Saturday: 10:00 AM – 10:00 PM; Sunday: 10:00 AM – 10:00 PM,099 080 0917,http://fb.com/asaderomichita,-1.3940416,-78.419522
ChIJ43xlqMGR05ERfOAl2eJ9SS0,Eccentric Bar Cafe,bar,"bar, cafe, night_club, food, point_of_interest, establishment","12 de Noviembre, Baños de Agua Santa",4.9,9,False,Monday: Closed; Tuesday: Closed; Wednesday: 6:00 PM – 12:45 AM; Thursday: 6:00 PM – 12:45 AM; Friday: 6:00 PM – 12:45 AM; Saturday: 6:00 PM – 12:45 AM; Sunday: 6:00 PM – 12:45 AM,096 881 2468,http://instagram.com/eccentricbarcafe,-1.3963791,-78.4207036
ChIJkWxnkq2R05ERZ3WvqiQEDY0,Red Rooster Ink,bar,"bar, store, point_of_interest, establishment","Frente a la Tasca Al lado de la radio ""La voz del santuario, 12 de Noviembre, Baños de Agua Santa",4.9,35,True,Monday: 10:00 AM – 10:00 PM; Tuesday: 10:00 AM – 10:00 PM; Wednesday: 10:00 AM – 10:00 PM; Thursday: 10:00 AM – 10:00 PM; Friday: 10:00 AM – 10:00 PM; Saturday: 10:00 AM – 10:00 PM; Sunday: 10:00 AM – 10:00 PM,099 858 9369,,-1.396631,-78.4208027
ChIJsZUTTJuR05ERIZhDApT82ig,"Bar Restaurante ""Rancho Viejo""",bar,"bar, point_of_interest, establishment","16 de Diciembre 360, Baños de Agua Santa",5.0,1,False,Monday: Closed; Tuesday: Closed; Wednesday: Closed; Thursday: 11:00 AM – 9:00 PM; Friday: 10:00 AM – 9:00 PM; Saturday: 9:00 AM – 9:30 PM; Sunday: 10:00 AM – 5:00 PM,096 809 2969,,-1.3967221,-78.42132149999999
ChIJq7EJFSGR05ER3NxyEkvZ3JI,Napolitano Apart & Hotel,lodging,"lodging, travel_agency, point_of_interest, establishment","junto a, Avenida Oriente 470 entre Eduardo Tapia y, Motilones, Baños de Agua Santa",4.2,103,True,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,098 407 2055,http://www.hotelnapolitano.com/,-1.3938321,-78.41899099999999
ChIJ10_BEBiR05ER2paV9h0mhhA,Hostal Abalorio,lodging,"lodging, point_of_interest, establishment","JH4J+68W, 50, Baños de Agua Santa",3.7,9,,No disponible,(03) 274-3193,,-1.3943913,-78.41918590000002
ChIJ00t8YMiR05ERMbWgd6AZJLY,Airbnb loft moderno ubicación central,lodging,"lodging, point_of_interest, establishment","180250, Baños de Agua Santa",,0,,No disponible,099 532 4398,,-1.3966379,-78.4200707
ChIJaa6GTRKR05ER0z1akA9YSDk,La RRUCA de Chelita,lodging,"lodging, point_of_interest, establishment","Enrique Mideros, Baños de Agua Santa",5.0,1,,No disponible,099 907 8572,https://www.airbnb.com/rooms/1191515665566775616?guests=1&adults=1&s=67&unique_share_id=35e2d699-92b2-4026-b229-6b7aba210055,-1.3966789,-78.4201318
ChIJVcGb_vGR05ERaB9RCBljrak,Pizzeria Napolitano Baños de Agua Santa,restaurant,"restaurant, food, point_of_interest, establishment","Av. Oriente, y, Baños de Agua Santa",,0,False,Monday: 5:00 – 9:30 PM; Tuesday: Closed; Wednesday: 5:00 – 9:30 PM; Thursday: 5:00 – 9:30 PM; Friday: 5:00 – 9:30 PM; Saturday: 5:00 – 9:30 PM; Sunday: 5:00 – 9:30 PM,099 293 6175,,-1.3937078,-78.4191003
ChIJXfu5SBiR05ER8hgrdImInz0,The Simpsons,restaurant,"restaurant, food, point_of_interest, establishment","JH4H+MX7, 16 de Diciembre, Baños de Agua Santa",,0,False,Monday: 6:00 PM – 12:00 AM; Tuesday: 6:00 PM – 12:00 AM; Wednesday: 6:00 PM – 12:00 AM; Thursday: 6:00 PM – 12:00 AM; Friday: 6:00 PM – 12:00 AM; Saturday: 6:00 PM – 12:00 AM; Sunday: 6:00 PM – 12:00 AM,096 836 5570,,-1.3933346,-78.42007760000001
ChIJtyh78iGR05ER0lobb3kKFGY,Great Hostels Backpackers,bar,"travel_agency, bar, lodging, restaurant, food, point_of_interest, establishment","Ricardo Zurita Carrillo, 250 meters from the Church, and Hotspring, y, Baños de Agua Santa",4.3,487,,No disponible,099 054 6606,http://www.greathostels.com.ec/,-1.3965551,-78.4185242
ChIJu6c20RWR05ERRIyOreqAKlc,Hospedaje Vacacional y Familiar,lodging,"lodging, point_of_interest, establishment","Ricardo Zurita, Baños de Agua Santa",5.0,6,,No disponible,098 770 4957,,-1.3956108,-78.418257
ChIJ6Q5Y8tuR05ERVuU1QoAN-fM,Valcor's House casa vacacional,lodging,"lodging, point_of_interest, establishment","180301, Baños de Agua Santa",5.0,1,,No disponible,098 429 1155,,-1.3946572,-78.41784539999999
ChIJpUvC20SR05ERERSIvgWt8Yk,Hospedaje,lodging,"lodging, point_of_interest, establishment","Motilones, Baños de Agua Santa",5.0,2,,No disponible,099 545 0059,,-1.3945149,-78.4177861
ChIJCaGW-mmR05ERD3mYM-Y_gGY,El Descanso de Mercedes,lodging,"lodging, point_of_interest, establishment","Calle Ambato y Ricardo Zurita, Callejo 48, Baños de Agua Santa",,0,,No disponible,099 189 5166,http://abnb.me/FTapwhf3Tvb,-1.3967205,-78.41889669999999
ChIJxQy8iSKR05ERIT4USog-wwE,ANAGRANA Wings,restaurant,"restaurant, food, point_of_interest, establishment","JH4J+5PW, Alfonso Aguilar y Vicente Veloz",5.0,9,False,Monday: 4:00 – 10:00 PM; Tuesday: Closed; Wednesday: Closed; Thursday: 4:00 – 10:00 PM; Friday: 4:00 – 10:00 PM; Saturday: 4:00 – 10:00 PM; Sunday: 4:00 – 10:00 PM,098 465 8020,,-1.3945193,-78.41815629999999
ChIJcWzsKgCR05EReAm77hbRKq8,Departamento Vacacional,lodging,"lodging, point_of_interest, establishment","JH3M+M3G, Calle los Arrayanes, Baños de Agua Santa",5.0,1,,No disponible,,,-1.3958025,-78.41728710000001
ChIJeV0luUqR05ERX7fxo0cKeGA,Hostal Llanganates del Tesoro,lodging,"lodging, point_of_interest, establishment","Motilones, Baños de Agua Santa",4.2,9,True,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,098 761 7200,https://www.facebook.com/LLANGANATES,-1.3961387,-78.41769649999999
ChIJ_93x6xeR05ERi-HRSuidU24,Hostal Colibri 2,lodging,"lodging, point_of_interest, establishment","Calle los Arrayanes, Baños de Agua Santa",4.1,79,True,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,097 919 5812,,-1.3942159,-78.41714859999999
ChIJsRzmTpSR05ERbweFKAfr4oY,La comadre Hostal,lodging,"lodging, point_of_interest, establishment","JH3M+Q4X, Calle los Arrayanes, Baños de Agua Santa",,0,,No disponible,,,-1.3957412,-78.4170745
ChIJVQtCV4-R05ERUhykLmhiTwE,El Paso Down Mexico Way,bar,"bar, restaurant, food, point_of_interest, establishment","Calle los Arrayanes, Baños de Agua Santa",4.8,9,,No disponible,096 707 5988,,-1.39467,-78.4171604
ChIJTXvJcheR05ERCWF57vEemOg,Hospedaje Higueron,lodging,"lodging, point_of_interest, establishment","Arrayanes y, Oriente, Baños de Agua Santa",4.4,17,,No disponible,099 580 5137,,-1.393415,-78.41730480000001
ChIJJ-UfwCyR05ER46nUeXC5m8I,El Farol Airbnb Casa Vacacional,lodging,"spa, lodging, point_of_interest, establishment","diagonal al Estadio San Vicente, Vicente Rocafuerte, Baños de Agua Santa",5.0,1,,No disponible,096 403 2100,,-1.3942939,-78.41447219999999
ChIJhybeP52R05ERYqJHlrpxBDA,Hospédate con Magy,lodging,"lodging, point_of_interest, establishment","Edificio La Riviera (Barrio San Vicente, Baños de Agua Santa",5.0,1,,No disponible,098 703 0066,https://es-l.airbnb.com/rooms/927586018270457270?children=1&adults=5&viralityEntryPoint=1&s=76&unique_share_id=0CB5FBED-1028-48D2-957B-4A5B95A12A42&source_impression_id=p3_1697825194_04lvNma2m18awrPj&guests=1&fbclid=PAAaZdZJT5KSxEaDlBragehXsYETjmebJjwOiQu5CZJ808Qor8AUcmh9Dl7Ww_aem_Af0PvFZQcWLuXcrzcpAgQy745Io8kTIuzJeeChy3rzACEEG-2rgdkmhCN00Pa3jUVX4,-1.3937005,-78.4142426
ChIJxxQzuxSR05ERV1KIxRux6X8,FEBEC Baños de Agua Santa,lodging,"lodging, point_of_interest, establishment","Barrio San Vicente, Av Amazonas y Trapiches, Baños de Agua Santa",5.0,2,,No disponible,099 925 3834,,-1.3935932,-78.41432549999999
ChIJaXDkh7qR05ERqOgXfnKJ4iM,Punto Sano Comida Macrobiótica,restaurant,"restaurant, food, point_of_interest, establishment","Avenida Amazonas, Baños de Agua Santa",5.0,7,False,"Monday: 12:00 – 2:00 PM, 4:00 – 7:00 PM; Tuesday: 12:00 – 2:00 PM, 4:00 – 7:00 PM; Wednesday: 12:00 – 2:00 PM; Thursday: 4:00 – 7:00 PM; Friday: 12:00 – 2:00 PM, 4:00 – 7:00 PM; Saturday: 12:00 – 7:00 PM; Sunday: 12:00 – 7:00 PM",098 836 3241,,-1.3934411,-78.4137885
ChIJpUy1dRaR05ERj0Jq3ECcriI,Paradero El Guayabal,restaurant,"restaurant, food, point_of_interest, establishment","JH4P+FXR, Vía a Baños, Baños de Agua Santa",4.0,147,False,Monday: Closed; Tuesday: Closed; Wednesday: Closed; Thursday: Closed; Friday: 10:00 AM – 5:30 PM; Saturday: 10:00 AM – 5:30 PM; Sunday: 10:00 AM – 5:30 PM,(03) 274-1167,,-1.3937732,-78.4125976
ChIJx5hybcSR05ERmTaDW3ZzxOE,Valhalla resto-bar ec,restaurant,"restaurant, bar, food, point_of_interest, establishment","180250, Baños de Agua Santa",,0,True,"Monday: 8:00 AM – 12:00 PM, 6:00 PM – 2:00 AM; Tuesday: 8:00 AM – 12:00 PM, 6:00 PM – 2:00 AM; Wednesday: 8:00 AM – 12:00 PM, 6:00 PM – 3:00 AM; Thursday: 8:00 AM – 12:00 PM, 6:00 PM – 2:00 AM; Friday: 8:00 AM – 12:00 PM, 6:00 PM – 2:00 AM; Saturday: 7:00 AM – 12:00 PM, 6:00 PM – 3:00 AM; Sunday: 7:30 AM – 5:00 PM",098 386 5935,,-1.3940234,-78.4126237
ChIJVVVVVR6R05ER9_-Unbe-qfE,Samay Aparthotel,lodging,"lodging, point_of_interest, establishment","JH4F+V69, Banos",,0,True,Monday: 8:00 AM – 8:00 PM; Tuesday: 8:00 AM – 8:00 PM; Wednesday: 8:00 AM – 8:00 PM; Thursday: 8:00 AM – 8:00 PM; Friday: 8:00 AM – 8:00 PM; Saturday: 8:00 AM – 8:00 PM; Sunday: 8:00 AM – 8:00 PM,(03) 274-2500,,-1.3928344,-78.42687579999999
ChIJeyXSMsmR05ERyb7kQT2eqnE,Mirador Descanso del corazón,lodging,"lodging, point_of_interest, establishment","ILLCUCHI BAJO, Baños de Agua Santa",5.0,1,,No disponible,099 288 3261,https://www.facebook.com/descansodelcorazon,-1.3928344,-78.42687579999999
ChIJn10NpFmR05ERRhTD7wPF2Q0,Mirador cerro de Atahualpa,lodging,"campground, lodging, park, point_of_interest, establishment",Banos,,0,,No disponible,099 654 7397,,-1.3928344,-78.42687579999999
ChIJhQ74c66R05ERullSeTkKlLo,Casa de Hospedaje Lligñay,lodging,"lodging, point_of_interest, establishment","Lligñay, vía al triunfo, Baños de Agua Santa",,0,,No disponible,,,-1.3928344,-78.42687579999999
ChIJy4mkiD-R05ERxxiTHmRLrFM,ROBALINO PAREDES GLADYS RENEE,lodging,"lodging, point_of_interest, establishment","JH4F+V69, Banos",,0,,No disponible,,,-1.3928344,-78.42687579999999
ChIJVVVVVR6R05ERiRt8Mrkl7xY,CASA DE DANI ́S,lodging,"lodging, point_of_interest, establishment","Barrio La Fundicion, Baños de Agua Santa",3.3,3,True,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,(03) 274-3249,,-1.3928344,-78.42687579999999
ChIJE3WIIDSR05ER98WyIhJ6umc,Nusta Panadería y Pastelería,restaurant,"restaurant, food, point_of_interest, establishment",Banos,,0,True,Monday: 7:00 AM – 8:00 PM; Tuesday: 7:00 AM – 8:00 PM; Wednesday: 7:00 AM – 8:00 PM; Thursday: 7:00 AM – 8:00 PM; Friday: 7:00 AM – 8:00 PM; Saturday: 7:00 AM – 8:00 PM; Sunday: 7:00 AM – 8:00 PM,093 910 7115,,-1.3928344,-78.42687579999999
ChIJsSl-WgCR05ERvWlZM70tlOo,Restaurante Portal del cielo,restaurant,"restaurant, food, point_of_interest, establishment","JH4F+V69, Banos",5.0,1,,No disponible,,,-1.3928344,-78.42687579999999
ChIJn2SMWWSR05ERtoTrEiu24sE,FAST FOOD SEBAS BURGUER,restaurant,"restaurant, food, point_of_interest, establishment","JH4F+V69, Banos",,0,,No disponible,,,-1.3928344,-78.42687579999999
ChIJLywqIy2R05ERsYSnyS6cm1I,WASI GRILL LA PIPA ASADERO,restaurant,"restaurant, food, point_of_interest, establishment","180301, Baños de Agua Santa",,0,False,Monday: Closed; Tuesday: Closed; Wednesday: Closed; Thursday: 12:00 – 10:00 PM; Friday: 12:00 – 10:00 PM; Saturday: 12:00 – 10:00 PM; Sunday: 12:00 – 10:00 PM,099 535 5868,,-1.3928344,-78.42687579999999
ChIJjyIwX82R05ERPAfk4J-PKgM,BBQ Time,restaurant,"restaurant, food, point_of_interest, establishment","JH4F+V69, Banos",,0,,No disponible,,,-1.3928344,-78.42687579999999
ChIJFTEUxAOR05ER51uYmreQkJc,Baños City - Ecuador,tourist_attraction,"tourist_attraction, point_of_interest, establishment","JH4F+V69, Banos",,0,True,Monday: 8:00 AM – 10:00 PM; Tuesday: 8:00 AM – 10:00 PM; Wednesday: 8:00 AM – 10:00 PM; Thursday: 8:00 AM – 10:00 PM; Friday: 8:00 AM – 10:00 PM; Saturday: 8:00 AM – 10:00 PM; Sunday: 8:00 AM – 8:00 PM,,,-1.3928344,-78.42687579999999
ChIJMekieUqR05ERZuOP-K5vqD4,Culumpio,tourist_attraction,"tourist_attraction, point_of_interest, establishment","JH4F+V69, Banos",,0,,No disponible,,,-1.3928344,-78.42687579999999
ChIJfWzm0yuR05ERjXECgqzhn3o,Túnel Agoyan,tourist_attraction,"tourist_attraction, point_of_interest, establishment","JH4F+V69, Banos",,0,,No disponible,,,-1.3928344,-78.42687579999999
ChIJEcDfXQCR05ERFa_Z0FINVh4,TAITA COFFEE & RESTOBAR,cafe,"cafe, bar, restaurant, food, store, point_of_interest, establishment",Banos,5.0,8,,No disponible,098 632 3269,https://taitacoffeerestobar.now.site/?_gl=1*1dc63ks*_ga*ODQ4NzY4NTczLjE3MjU0NTQ0MTA.*_ga_7DCQZTWRKC*MTcyNjI3NzExMi4yNS4xLjE3MjYyNzgxNzUuMC4wLjA,-1.3923195,-78.4245342
ChIJJUryS0yR05ERHk5pi6e0wpM,OCTAVIO AULLA,lodging,"lodging, point_of_interest, establishment","JH4H+VM6, Avenida Amazonas, Baños de Agua Santa",,0,,No disponible,,,-1.3928411,-78.4208549
ChIJcaxdGcaR05ER4vLrWS1vq7o,Simplex & Deli,restaurant,"restaurant, meal_takeaway, lodging, bar, food, point_of_interest, establishment","Eduardo Tapia Canizares, Baños de Agua Santa",4.9,108,,No disponible,099 511 2298,,-1.3930548,-78.4206324
ChIJsRfWnj-R05ERp6-8bmk1OZk,Marisquería Rincón Manabita del Capitán Jack Sparrow,restaurant,"restaurant, food, point_of_interest, establishment","Avenida Amazonas, y, Baños de Agua Santa",4.1,14,True,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: 8:00 AM – 5:00 PM; Sunday: 8:00 AM – 5:00 PM,099 281 5551,http://instagram.com/marisqueria_jacksparrow/?hl=es,-1.39292,-78.4210337
ChIJ5YkPVkKR05ERHupoLCgeFMw,Retrocoff,cafe,"cafe, food, point_of_interest, establishment","Av Amazonas, y, Baños de Agua Santa",5.0,11,,No disponible,099 819 9301,,-1.3931627,-78.4205801
ChIJBwONrhmR05EROrh0Pc2U7rM,Hotel Las 3 Maravillas,lodging,"lodging, point_of_interest, establishment",Ecuador,4.0,2,,No disponible,,,-1.3924414,-78.4206907
ChIJy9-qLwCR05ERJ4c6D6ztzwI,Baños GRILL Moro & Menestra.,restaurant,"restaurant, food, point_of_interest, establishment","JH4H+XM4, Avenida Amazonas, Baños de Agua Santa",3.0,2,False,Monday: 1:00 – 11:00 PM; Tuesday: Closed; Wednesday: 1:00 – 11:00 PM; Thursday: 1:00 – 11:00 PM; Friday: 1:00 – 11:00 PM; Saturday: 12:00 – 11:30 PM; Sunday: 12:00 – 11:30 PM,096 268 5771,https://www.facebook.com/profile.php?id=61570041995917,-1.3923109,-78.4208222
ChIJ3yp5KGGR05ERMU4hBICZYyw,Sierra Verde,lodging,"lodging, point_of_interest, establishment","y La Fundicion, De Los Combatientes, Baños de Agua Santa",5.0,3,,No disponible,096 858 0736,,-1.3928141,-78.4192959
ChIJFUWFYlyR05ERBBHhZX26C2M,Casa Maple,lodging,"lodging, point_of_interest, establishment","Calle La fundición, Baños de Agua Santa",,0,,No disponible,099 517 0996,,-1.3926835,-78.4191973
ChIJiW5RZgCR05ER2YabmOkhOZM,CASA VACACIONAL JLE,lodging,"lodging, point_of_interest, establishment","De Los Combatientes, Baños de Agua Santa",,0,,No disponible,098 535 1329,,-1.392515,-78.41919279999999
ChIJHa_rsfGR05ERmWPhn4Z5mjk,Hospedaje Los Jardines,lodging,"lodging, point_of_interest, establishment","Ave Oriente, y, Baños de Agua Santa",5.0,1,,No disponible,099 847 6895,,-1.3929224,-78.4182543
ChIJx8qkeBeR05ERo2zzdiKvDRU,La Casa de Pia,lodging,"lodging, point_of_interest, establishment","Oriente, Baños de Agua Santa",4.8,5,,No disponible,(03) 274-0504,,-1.3926834,-78.4178634
ChIJ7fimULaR05ERfu3GYxQOAs8,BRISHOME Vista Balcon,lodging,"lodging, point_of_interest, establishment","JH4M+P3Q, Calle los Arrayanes, Baños de Agua Santa",4.6,22,True,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,099 883 8053,,-1.3931519,-78.4172796
ChIJeeSwk3qR05ER1b9Tj1bV-ig,Casa de Cheveallier,lodging,"lodging, point_of_interest, establishment","Calle los Arrayanes, Baños de Agua Santa",5.0,2,,No disponible,099 483 3862,https://casa-de-cheveallier.negocio.site/?utm_source=gmb&utm_medium=referral,-1.3927188,-78.4172044
ChIJoRLEDheR05ERj0-BacEV5cI,B&B Soho,lodging,"lodging, point_of_interest, establishment","JH4M+XCM, Callejón Fierro, Baños de Agua Santa",3.7,6,True,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,,,-1.3925258,-78.4164468
ChIJJYV0YRaR05ERlHfEZQynx0M,El Trapiche Lodge & SPA,lodging,"lodging, point_of_interest, establishment","Av de las Amazonas Av de las Amazonas, Vía a Baños, Baños de Agua Santa",4.3,108,True,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,099 990 8620,https://www.booking.com/hotel/ec/hosteria-el-trapiche-lodge-amp-spa.es-ar.html?label=gen173nr-1BCAsoQUIiaG9zdGVyaWEtZWwtdHJhcGljaGUtbG9kZ2UtYW1wLXNwYUgzWARoQYgBApgBLLgBCcgBEdgBAegBAYgCAagCA7gCibms6wXAAgE;sid=898f9530e18828c2dbdfe77bbe9c4a0b;dist=0&keep_landing=1&sb_price_type=total&type=total&,-1.3931108,-78.4138321
ChIJrTXxbWSR05ERsQvnPYAEJZ8,JIMMY'S HOUSE,lodging,"lodging, point_of_interest, establishment","ciudadela el chófer, San Vicente, Baños de Agua Santa",,0,True,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,096 296 3158,,-1.3925825,-78.4139064
ChIJ_VBidDSR05ERZYedB4hRwn0,restaurante baños,restaurant,"restaurant, food, point_of_interest, establishment",Banos,5.0,1,False,Monday: 8:00 AM – 8:00 PM; Tuesday: Closed; Wednesday: 8:00 AM – 8:00 PM; Thursday: 8:00 AM – 8:00 PM; Friday: 8:00 AM – 8:00 PM; Saturday: 8:00 AM – 8:00 PM; Sunday: 8:00 AM – 8:00 PM,099 399 4485,,-1.3929078,-78.41407989999999
ChIJR8XUsMuR05ERkTJ3Rnr19m4,Mailo Restobar,restaurant,"restaurant, bar, food, point_of_interest, establishment","JH4P+X9P, Banos",4.0,7,False,Monday: 8:00 AM – 10:00 PM; Tuesday: Closed; Wednesday: 8:00 AM – 10:00 PM; Thursday: 8:00 AM – 10:00 PM; Friday: 8:00 AM – 10:00 PM; Saturday: 8:00 AM – 10:00 PM; Sunday: 8:00 AM – 10:00 PM,098 441 8649,,-1.3928143,-78.4140882
ChIJc0Azw3SR05ER-HuRVeRYzKE,La Sombra del Volcán,lodging,"lodging, point_of_interest, establishment","180250, Baños de Agua Santa",,0,,No disponible,099 155 1362,,-1.3936099,-78.41215020000001
ChIJy6pkjhaR05ER8IuPngpsb7w,La Rinconada - Asadero,restaurant,"restaurant, food, point_of_interest, establishment",Banos,4.7,126,False,Monday: Closed; Tuesday: 5:00 – 11:00 PM; Wednesday: 5:00 – 11:00 PM; Thursday: 5:00 – 11:00 PM; Friday: 5:00 – 11:00 PM; Saturday: 5:00 – 11:00 PM; Sunday: Closed,099 747 1725,,-1.3923013,-78.4137229
ChIJn8ODXACR05ER49d3R473-mk,La casa de Almicar,lodging,"lodging, point_of_interest, establishment","JH5H+8XV, Avenida Amazonas, Baños de Agua Santa",,0,,No disponible,,,-1.391648,-78.42008729999999
ChIJLTJMchyR05ERPjRxTAYfn0o,Villa Jardín,lodging,"lodging, point_of_interest, establishment","De Los Combatientes, Baños de Agua Santa",5.0,1,,No disponible,,,-1.3922758,-78.419034
ChIJP_8YJX6R05ER_1qzfp9eTfI,Casa en Baños viaje,lodging,"lodging, point_of_interest, establishment","JH5J+593, De Los Combatientes, Baños de Agua Santa",4.0,1,,No disponible,,,-1.3922721,-78.4190121
ChIJ8Y0bJIiR05ERQWbAjzjFk7A,Baños BnB,lodging,"lodging, point_of_interest, establishment","JH5J+593, De Los Combatientes, Baños de Agua Santa",5.0,2,,No disponible,099 270 1411,,-1.3921225,-78.41908260000001
ChIJoXlSHVGR05ER2LHfu5tBAcQ,CASA VACACIONAL YAM,lodging,"lodging, point_of_interest, establishment","LA FUNDICION LOS, De Los Combatientes, Baños de Agua Santa",5.0,2,,No disponible,098 430 5325,,-1.3919315,-78.41904579999999
ChIJzUDPLVuR05ERmXrSoGZOFus,SOFIS HOUSE BAÑOS,lodging,"lodging, point_of_interest, establishment","593, Baños de Agua Santa",,0,,No disponible,098 722 1180,,-1.3921412,-78.4187716
ChIJrRV3lhmR05ERegtxzhH8L54,Pollos A La Brasa Don Diego,restaurant,"restaurant, food, point_of_interest, establishment",Ecuador,,0,,No disponible,,,-1.3915123,-78.42013949999999
ChIJQXZzy2WR05ERlzSs9H5HYVc,Chana ́s House - Casa vacacional en Baños,lodging,"lodging, point_of_interest, establishment","De Los Combatientes, Baños de Agua Santa",,0,,No disponible,096 272 9668,https://linktr.ee/ChanasHouse,-1.3914736,-78.41861709999999
ChIJ-VmplSCR05ERh0ydzVBydqk,Encebollados buenos en baños,restaurant,"restaurant, food, point_of_interest, establishment","JH5J+8MV, De Los Combatientes, Baños de Agua Santa",4.6,7,,No disponible,,,-1.3916296,-78.41832149999999
ChIJzYNqJACR05ER5QBgcQpk-_Q,La casa de Gina,lodging,"lodging, point_of_interest, establishment","Oriente 252, Baños de Agua Santa",,0,,No disponible,,,-1.3920257,-78.41702350000001
ChIJjX34EKSR05ER0o0ozEgYGMc,La Casa Barboleta,restaurant,"restaurant, food, point_of_interest, establishment","Av. Oriente, Baños de Agua Santa",5.0,6,False,Monday: Closed; Tuesday: Closed; Wednesday: Closed; Thursday: 6:00 – 11:00 PM; Friday: 6:00 – 11:00 PM; Saturday: 6:00 – 11:00 PM; Sunday: 6:00 – 11:00 PM,099 669 4667,https://www.facebook.com/profile.php?id=100088337832500&mibextid=LQQJ4d,-1.3920539,-78.41653579999999
ChIJPY8KSqeR05ER54Txn_6YF30,MI MARISQUERÍA,restaurant,"restaurant, food, point_of_interest, establishment","Baños, Av. Oriente, y, Baños de Agua Santa",4.4,61,False,Monday: 11:00 AM – 5:00 PM; Tuesday: 11:00 AM – 5:00 PM; Wednesday: 11:00 AM – 5:00 PM; Thursday: 11:00 AM – 5:00 PM; Friday: 11:00 AM – 5:00 PM; Saturday: 11:00 AM – 6:00 PM; Sunday: 11:00 AM – 6:00 PM,096 894 4738,,-1.3918823,-78.4168332
ChIJFx2_2NWR05ERSg-JLzP0dBc,La esquina del PRAA,bar,"bar, restaurant, food, point_of_interest, establishment","593, Baños de Agua Santa",5.0,4,False,Monday: 4:00 – 11:00 PM; Tuesday: 4:00 – 11:00 PM; Wednesday: Closed; Thursday: 4:00 – 11:00 PM; Friday: 3:00 – 11:40 PM; Saturday: 3:00 – 11:40 PM; Sunday: 3:00 – 11:00 PM,098 422 9318,https://instagram.com/laesquinadelpraa?igshid=YmMyMTA2M2Y=,-1.3917889,-78.4166666
ChIJhfjLOCKR05ERnDoHhg3-X2c,La Forchetta Restaurant,restaurant,"restaurant, food, point_of_interest, establishment","y la Fundicion, Oriente, Baños de Agua Santa",3.9,34,True,Monday: 9:00 AM – 10:00 PM; Tuesday: 9:00 AM – 10:00 PM; Wednesday: 9:00 AM – 10:00 PM; Thursday: 9:00 AM – 10:00 PM; Friday: 9:00 AM – 10:00 PM; Saturday: 9:00 AM – 10:00 PM; Sunday: 9:00 AM – 10:00 PM,098 233 8972,,-1.3916565,-78.4165742
